text,label
you for real how doe shit like this get on the tv i am glad i pay my tv licence for bollock like this on the box maskedsinger themaskedancer,1
what is your gamer tag eye,1
we do not trust you all to plan shit wdiscusion,1
he went a far a to install a tracking ap on his own phone and watch his conversation with other people he wa also manipulating son of a bitch who made taehyung think no one else will love him a bogum loved him he is not going to fall into all of that not again,0
i lost two family member due to chinesevirus because of irresponsible behavior of one of my cousin who went on holiday tour to mumbai and goa and visited them without undergoing any isolation after his return i am not a fool to blame modi f,0
a and when i see the picture of this fraud actor get irritated he is the cold blooded murderer of our fellow citizen resignpmodi,0
i will fucking you at any mode you are trash bitch as pussy,0
utter bollock,0
uhg you are not posting much because you are spending the time working on a cool a fuck artwork instead of posting the best art every single day for shame how dare you put effort into making the best art,0
daddy i want to fuck you so bad and i want to finish with a round of applause,0
normalise saying and who the fuck are you at staring toddler,0
still have not fully come to term that my team are european champion lol bloody hell a team that by december made me hate football,0
your pussy stink of skunk pus,0
arrest her spreading fake news is crime fakenews spinelesbjp spinelesmodi bengalburning because of bjp,0
if this is the case according to them then why do not they just leave we will manage better without them if they canot administer such large population why do they hold the office for idiot resignpmodi,0
woman you are a fucking nut job you see me trying to be nice to the woman and make sure she know i have no ill will and you have to come in and shit all over it nice you a piece of work,0
motherfucker,0
what sort of clown do you think you fucking are how dare you abandon thing the way you have now ruining the livelihood of all the people just for your own stupid party to win election get the hell away and sell tea resignmodi,0
the day you tested ve i wa very sure you will come back healthy and your word going to inspire million indian but gone too soon this deadly chinesevirus going to scare more we lost a voice of many nationalist going to miss you may mahadev bless your soul,1
twat is aou,0
this is the failure of state government and central government the whole nation are burning and the woman of gujarat were celebrating what the hell is happening in our country why they were allowed to prayer in this situation of convid resignpmodi covidemergencyindia,0
a total failed gov failed to protect the life and livelihood of the peopleresignmodi,0
spoken like a true tankie piss off,0
happy pride month pervert consider this a challenge get out there and poz some neg cunt this month smilingfacewithornsblackheartbiohazard,0
came across a post where people from bengal were commenting about the situation there maybe what is being publicized is not completely true but these comment my heart ache to see our people cry to survive bengalburning,1
pride month go eat you some pussy,0
it is worrying to see people flocking to the tanah abang market jakarta for their idul fitri celebration next week we must help the indonesia government to prevent a crisis like indiacovidcrisis,1
no need to unmute his word are detrimental to brain cell health the sight of him is bad enough a st class wanker,0
place your bet who is going to cry like a little bitch when the doctor yank out this iud,0
keep it playa like a pimp cant cuff no hoe i aint a simp,0
sly fucker gave up on u week ago terry,0
bengalburning what else can we expect people from bangladesh voted for her so she wanted to make wb into a muslim dominant region very scary scarier than j k,0
i got three look and that is it homeless man twelve year boy and a hooker,0
dear india and indian political person vijayrupani modimustresign resignmodi bjp covidemergencyindia coronavirus modidisasterforindia what the hell uh show wrong figure in news about death of covid person r you blind fucker why showing wrong figure in medium,0
